Tester,SystemName,Nodes,JVMVendor,CPUDescription,MHz,Chips,Cores,TotalThreads,TotalMemory,SSJ,AVG,AVGidle,Overall
IBM Corporation,System x3200 M3,1,IBM Corporation,Intel Xeon X3480,3067,1,4,8,8,"323,190",119,45,"2,154"
IBM Corporation,System x3250 M3,1,IBM Corporation,Intel Xeon X3480,3067,1,4,8,8,"320,730",113,42.3,"2,215"
IBM Corporation,IBM System x3620 M3,1,IBM Corporation,Intel Xeon X5675,3067,2,12,24,12,"932,916",231,63.9,"3,039"
IBM Corporation,System x3630 M3,1,IBM Corporation,Intel Xeon X5675,3067,2,12,24,12,"928,920",251,80.2,"2,722"
IBM Corporation,IBM System x3400 M3,1,IBM Corporation,Intel Xeon X5675,3067,2,12,24,12,"928,859",246,63.2,"2,891"
IBM Corporation,IBM System x3650 M3,1,IBM Corporation,Intel Xeon X5675,3067,2,12,24,16,"889,012",218,56.1,"3,152"
IBM Corporation,IBM System x3550 M3,1,IBM Corporation,Intel Xeon X5675,3067,2,12,24,16,"890,651",222,58.4,"3,093"
IBM Corporation,IBM System x3755 M3,1,IBM Corporation,AMD Opteron 6276 (2.30 GHz),2300,4,64,64,64,"2,242,893",580,122,"2,968"
IBM Corporation,IBM System x3550 M4,1,IBM Corporation,Intel Xeon E5-2660,2200,2,16,32,24,NC,NC,NC,NC
IBM Corporation,IBM System x3650 M4,1,IBM Corporation,Intel Xeon E5-2660,2200,2,16,32,24,NC,NC,NC,NC
IBM Corporation,IBM System x3500 M4,1,IBM Corporation,Intel Xeon E5-2680,2700,2,16,32,24,"1,426,130",247,56.6,"4,708"
IBM Corporation,"IBM System x iDataPlex dx360 M4
",2,IBM Corporation,Intel Xeon E5-2660,2200,4,32,64,48,"2,422,142",379,96.5,"5,043"
IBM Corporation,IBM System x3650 M4,1,IBM Corporation,Intel Xeon E5-2660,2200,2,16,32,24,"1,204,440",196,56.1,"4,661"
IBM Corporation,IBM System x3550 M4,1,IBM Corporation,Intel Xeon E5-2660,2200,2,16,32,16,"1,169,290",190,56.5,"4,662"
IBM Corporation,IBM System x3300 M4,1,IBM Corporation,Intel Xeon E5-2470,2300,2,16,32,24,"1,460,149",259,52.1,"5,122"
IBM Corporation,"IBM Flex System x440 Compute Node
",7,IBM Corporation,Intel Xeon E5-4640 (Intel Turbo Boost Technology up to 2.80 GHz),2400,28,224,448,336,"18,948,103","3,331",812,"4,847"
IBM Corporation,"IBM System x iDataPlex dx360 M4
",2,IBM Corporation,Intel Xeon E5-2660 2.20 GHz (Intel Turbo Boost Technology up to 3.00 GHz),2200,4,32,64,48,"2,899,364",507,99.1,"5,392"
IBM Corporation,IBM System x3650 M4,1,IBM Corporation,Intel Xeon E5-2660 2.20 GHz (Intel Turbo Boost Technology up to 3.00 GHz),2200,2,16,32,24,"1,450,305",262,57.2,"5,054"
IBM Corporation,IBM System x3500 M4,1,IBM Corporation,Intel Xeon E5-2660 2.20 GHz (Intel Turbo Boost Technology up to 3.00 GHz),2200,2,16,32,24,"1,459,934",256,57.3,"5,108"
IBM Corporation,IBM System x3550 M4,1,IBM Corporation,Intel Xeon E5-2660 2.20 GHz (Intel Turbo Boost Technology up to 3.00 GHz),2200,2,16,32,24,"1,452,648",265,60.6,"4,953"
IBM Corporation,IBM System x3300 M4,1,IBM Corporation,Intel Xeon E5-2470 2.30 GHz (Intel Turbo Boost Technology up to 3.10 GHz),2300,2,16,32,24,"1,482,687",260,50.8,"5,418"
IBM Corporation,IBM System x3530 M4,1,IBM Corporation,Intel Xeon E5-2470 2.30 GHz (Intel Turbo Boost Technology up to 3.10 GHz),2300,2,16,32,24,"1,463,219",274,62.6,"5,006"
IBM Corporation,IBM System x3630 M4,1,IBM Corporation,Intel Xeon E5-2470 2.30 GHz (Intel Turbo Boost Technology up to 3.10 GHz),2300,2,16,32,24,"1,461,469",269,58.1,"5,117"
IBM Corporation,"IBM NeXtScale nx360 M4
",12,IBM Corporation,Intel Xeon E5-2660 v2,2200,24,240,480,288,NC,NC,NC,NC
IBM Corporation,IBM System x3650 M4,1,IBM Corporation,Intel Xeon E5-2660 v2,2200,2,20,40,64,NC,NC,NC,NC
IBM Corporation,IBM System x3500 M4,1,IBM Corporation,Intel Xeon E5-2660 v2,2200,2,20,40,32,NC,NC,NC,NC
IBM Corporation,"IBM System x iDataPlex dx360 M4
",2,IBM Corporation,Intel Xeon E5-2660 v2,2200,4,40,80,48,NC,NC,NC,NC
IBM Corporation,"IBM NeXtScale nx360 M4 (Intel Xeon E5-2660 v2)
",12,IBM Corporation,Intel Xeon E5-2660 v2,2200,24,240,480,288,NC,NC,NC,NC
"IBM Corporation
",IBM System x3200 M2,1,Oracle Corporation,Intel Xeon Processor E3110,3000,1,2,2,4,"118,486",117,75.2,605
Inspur Corporation,NF5280M4,1,IBM Corporation,Intel Xeon E5-2699 v3 2.30 GHz (Intel Turbo Boost Technology up to 3.60 GHz),2300,2,36,72,64,NC,NC,NC,NC
Inspur Corporation,NF5280 M4,1,Oracle Corporation,Intel Xeon E5-2699 v4,2200,2,44,88,128,"3,561,599",245,45.7,"12,296"
Inspur Corporation,Inspur NF5280M5,1,Oracle Corporation,Intel Xeon Platinum 8176,2100,2,56,112,192,"5,821,446",454,49.4,"13,064"
Inspur Corporation,Inspur Yingxin NF8480M5,1,Oracle Corporation,Intel Xeon Platinum 8176,2100,4,112,224,384,"9,920,959",726,158,"12,198"
Inspur Corporation,Inspur NF5180M5,1,Oracle Corporation,Intel Xeon Platinum 8176 CPU 2.10 GHz (Intel Turbo Boost Technology up to 2.80 GHz),2100,2,56,112,192,"5,802,662",458,51.3,"12,167"
Inspur Corporation,Inspur NF5280M5,1,Oracle Corporation,Intel Xeon Platinum 8180,2500,2,56,112,192,"5,727,527",432,49.5,"13,481"
Inspur Corporation,Inspur NF5280M5,1,Oracle Corporation,Intel Xeon Platinum 8276L,2200,2,56,112,192,"4,864,136",347,48.3,"12,385"
Inspur Corporation,Inspur NF5280M5,1,Oracle Corporation,Intel Xeon Platinum 8280 2.70GHz,2700,2,56,112,192,"5,853,828",410,48.6,"14,365"
Inspur Corporation,Inspur NF5180M5,1,Oracle Corporation,Intel Xeon Platinum 8280 2.70GHz,2700,2,56,112,192,"5,814,232",414,48.2,"14,223"
Inspur Corporation,Inspur Yingxin NF8480M5,1,Oracle Corporation,Intel Xeon Platinum 8280 2.70GHz,2700,4,112,224,384,"11,896,061",919,102,"13,013"
Inspur Corporation,Inspur NF8480M6,1,Oracle Corporation,Intel Xeon Platinum 8380HL,2900,4,112,224,384,"11,556,864","1,008",104,"11,344"
Inspur Corporation,Inspur NF5180M6,1,Oracle Corporation,Intel Xeon Platinum 8352Y Processor,2200,2,64,128,512,"6,652,024",680,156,"9,100"
Inspur Corporation,Inspur NF5180M6,1,Oracle Corporation,Intel Xeon Gold 6336Y Processor,2400,2,48,96,256,"5,414,537",650,176,"7,915"
Inspur Corporation,Inspur NF5280M5,1,Oracle Corporation,Intel Xeon Silver 4214,2200,2,24,48,384,"1,968,840",289,112,"5,116"
Inspur Corporation,Inspur NF5280M5,1,Oracle Corporation,Intel Xeon Gold 6238R,2200,1,28,56,384,"2,249,194",277,92.5,"6,316"
Inspur Corporation,Inspur NF5280M5,1,Oracle Corporation,Intel Xeon Gold 6252,2100,1,24,48,384,"1,908,801",262,93.6,"5,694"
Inspur Corporation,Inspur NF5180M6,1,Oracle Corporation,Intel Xeon Platinum 8380,2300,2,80,160,256,"8,080,710",625,129,"12,271"
Inspur Corporation,Inspur NF5280M5,1,Oracle Corporation,Intel Xeon Gold 5218,2300,2,32,64,384,"2,581,837",367,114,"5,696"
Inspur Corporation,Inspur i24M6,1,Oracle Corporation,Intel Xeon Platinum 8360Y,2400,2,72,144,256,"7,730,068",689,221,"8,835"
Inspur Corporation,Inspur i24LM6,1,Oracle Corporation,Intel Xeon Platinum 8368Q,2600,2,76,152,512,"8,483,223",769,348,"7,275"
"Inspur(Beijing) Electronic Information Industry Co., Ltd","NF290D2 (2.5 GHz, Intel Xeon Processor L5420)",1,"BEA Systems, Inc.",Intel Xeon L5420,2500,2,8,8,8,"262,599",178,101,910
"Intel Corp.
",Intel Platform SE7520AF2 Server Board (3.6 GHz/1M L2 Intel Xeon processor),1,"BEA Systems, Inc.",Intel Xeon processor 3.6 GHz,3600,2,2,4,4,"40,852",336,159,87.4
"LSDtech
",L224S-D/F/V-1,1,Oracle Corporation,Intel(R) Xeon(R) Gold 6136 CPU @ 3.00GHz,3000,2,24,48,196,"2,297,344",432,131,"4,130"
"LTechKorea, Inc.
",LKG-2212-C,1,Oracle Corporation,Intel(R) Xeon(R) Gold 6226R,2900,2,32,64,512,"3,046,161",377,96.6,"6,006"
Lenovo Global Technology,ThinkSystem SR650 (Intel Xeon Platinum 8176 CPU 2.10 GHz),1,Oracle Corporation,Intel Xeon Platinum 8176 CPU 2.10 GHz (Intel Turbo Boost Technology up to 2.80 GHz),2100,2,56,112,192,"5,025,064",357,57.7,"12,336"
Lenovo Global Technology,"ThinkSystem SD530
",4,Oracle Corporation,Intel Xeon Platinum 8176,2100,8,224,448,768,"19,563,206","1,434",256,"11,472"
Lenovo Global Technology,ThinkSystem SR850,1,Oracle Corporation,Intel Xeon Platinum 8176 CPU 2.10 GHz (Intel Turbo Boost Technology up to 2.80 GHz),2100,4,112,224,384,"10,052,756",688,95.8,"13,010"
Lenovo Global Technology,ThinkSystem SR650,1,Oracle Corporation,Intel Xeon Platinum 8176 CPU 2.10 GHz (Intel Turbo Boost Technology up to 2.80 GHz),2100,1,28,56,96,"2,532,117",183,45.6,"11,406"
Lenovo Global Technology,"ThinkSystem SN550
",14,Oracle Corporation,Intel Xeon Platinum 8176,2100,28,784,1568,2688,"69,444,875","5,288","1,446","10,738"
Lenovo Global Technology,"ThinkSystem SD530
",4,Oracle Corporation,Intel Xeon Platinum 8176,2100,8,224,448,768,"19,865,096","1,474",241,"11,756"
Lenovo Global Technology,"ThinkSystem SN850
",7,Oracle Corporation,Intel Xeon Platinum 8176,2100,28,784,1568,2688,"70,603,716","5,366",820,"11,538"
Lenovo Global Technology,ThinkSystem SR950,1,Oracle Corporation,Intel Xeon Platinum 8176,2100,8,224,448,768,"20,352,398","1,479",182,"12,377"
Lenovo Global Technology,ThinkSystem SR150,1,Oracle Corporation,Intel Xeon E-2176G,3700,1,6,12,32,"836,281",87.2,16.8,"10,273"
Lenovo Global Technology,ThinkSystem SR650,1,Oracle Corporation,Intel Xeon Platinum 8176,2100,2,56,112,192,"4,972,543",352,67.7,"12,091"
Lenovo Global Technology,ThinkSystem SR630,1,Oracle Corporation,Intel Xeon Platinum 8176,2100,2,56,112,192,"4,962,317",355,72.3,"11,870"
Lenovo Global Technology,ThinkSystem SR950,1,Oracle Corporation,Intel Xeon Platinum 8276L,2200,8,224,448,768,"19,972,927","1,329",281,"12,886"
Lenovo Global Technology,ThinkSystem SR650 (Intel Xeon Platinum 8280 CPU 2.70 GHz),1,Oracle Corporation,Intel Xeon Platinum 8280 CPU 2.70 GHz,2700,1,28,56,96,"2,626,299",177,50,"11,631"
Lenovo Global Technology,ThinkSystem SR850,1,Oracle Corporation,Intel Xeon Platinum 8276L CPU 2.20 GHz,2200,4,112,224,384,"10,349,524",711,119,"13,154"
Lenovo Global Technology,"ThinkSystem SD530
",4,Oracle Corporation,Intel Xeon Platinum 8276L,2200,8,224,448,768,"19,698,461","1,324",315,"12,377"
Lenovo Global Technology,ThinkSystem SR850,1,Oracle Corporation,Intel Xeon Platinum 8276L,2200,4,112,224,384,"10,221,111",672,121,"13,357"
Lenovo Global Technology,Think System SR635,1,Oracle Corporation,AMD EPYC 7742 2.25Ghz,2250,1,64,128,128,"6,370,222",255,74.6,"18,555"
Lenovo Global Technology,Think System SR655,1,Oracle Corporation,AMD EPYC 7742 2.25Ghz,2250,1,64,128,128,"6,417,037",243,76.8,"19,149"
Lenovo Global Technology,"ThinkSystem SN850
",7,Oracle Corporation,Intel Xeon Platinum 8276L,2200,28,784,"1,568","2,688","71,032,994","4,985","1,052","12,295"
Lenovo Global Technology,Think System SR655,1,Oracle Corporation,AMD EPYC 7742 2.25Ghz,2250,1,64,128,128,"6,647,681",240,66.1,"20,176"
Lenovo Global Technology,Think System SR635,1,Oracle Corporation,AMD EPYC 7742 2.25Ghz,2250,1,64,128,128,"6,668,200",254,63.2,"19,422"
Lenovo Global Technology,Think System SR665,1,Oracle Corporation,AMD EPYC 7742 2.25GHz,2250,2,128,256,256,"12,150,181",395,82.3,"23,191"
Lenovo Global Technology,Think System SR665,1,Oracle Corporation,AMD EPYC 7742 2.25GHz,2250,2,128,256,256,"11,986,479",394,92.4,"22,879"
Lenovo Global Technology,Think System SR645,1,Oracle Corporation,AMD EPYC 7742 2.25GHz,2250,2,128,256,256,"12,003,050",403,99.5,"22,467"
Lenovo Global Technology,Think System SR645,1,Oracle Corporation,AMD EPYC 7742 2.25GHz,2250,2,128,256,256,"12,181,243",404,82.5,"22,877"
Lenovo Global Technology,Think System SR665,1,Oracle Corporation,AMD EPYC 7742 2.25GHz,2250,2,128,256,256,"12,166,530",391,82.8,"23,428"
Lenovo Global Technology,Think System SR665,1,Oracle Corporation,AMD EPYC 7742 2.25GHz,2250,2,128,256,256,"11,944,946",392,93.9,"22,903"
Lenovo Global Technology,Think System SR645,1,Oracle Corporation,AMD EPYC 7742 2.25GHz,2250,2,128,256,256,"11,962,483",398,94,"22,642"
Lenovo Global Technology,Think System SR645,1,Oracle Corporation,AMD EPYC 7742 2.25GHz,2250,2,128,256,256,"12,184,530",400,84,"23,082"
Lenovo Global Technology,Think System SR655,1,Oracle Corporation,AMD EPYC 7742 2.25GHz,2250,1,64,128,128,"6,617,761",224,63.8,"21,603"
Lenovo Global Technology,Think System SR655,1,Oracle Corporation,AMD EPYC 7742 2.25GHz,2250,1,64,128,128,"6,446,460",221,64.6,"21,074"
Lenovo Global Technology,ThinkSystem SR860V2,1,Oracle Corporation,Intel Xeon Platinum 8376HL,2600,4,112,224,384,"9,383,160",721,138,"11,300"
Lenovo Global Technology,ThinkSystem SR645,1,Oracle Corporation,AMD EPYC 7763 2.45GHz,2450,2,128,256,256,"12,386,273",460,75.6,"23,332"
Lenovo Global Technology,ThinkSystem SR645,1,Oracle Corporation,AMD EPYC 7763 2.45GHz,2450,2,128,256,256,"12,283,667",459,104,"22,963"
Lenovo Global Technology,ThinkSystem SR665,1,Oracle Corporation,AMD EPYC 7763 2.45GHz,2450,2,128,256,256,"12,412,812",454,79.3,"23,505"
Lenovo Global Technology,ThinkSystem SR665,1,Oracle Corporation,AMD EPYC 7763 2.45GHz,2450,2,128,256,256,"12,301,551",455,108,"23,120"
Lenovo Global Technology,ThinkSystem SR645,1,Oracle Corporation,AMD EPYC 7763 2.45GHz,2450,2,128,256,256,"12,303,077",461,102,"23,036"
Lenovo Global Technology,ThinkSystem SR655,1,Oracle Corporation,AMD EPYC 7763 2.45GHz,2450,1,64,128,128,"6,114,552",228,53,"21,653"
Lenovo Global Technology,ThinkSystem SR655,1,Oracle Corporation,AMD EPYC 7763 2.45GHz,2450,1,64,128,128,"6,176,005",228,52.5,"21,843"
Lenovo Global Technology,ThinkSystem SR635,1,Oracle Corporation,AMD EPYC 7763 2.45GHz,2450,1,64,128,128,"6,152,117",240,54,"21,133"
Lenovo Global Technology,"ThinkSystem SN550 V2
",14,Oracle Corporation,Intel Xeon Platinum 8352M,2300,28,896,1792,3584,"75,968,958","5,637","2,115","9,878"
NEC Corporation,ECO CENTER,1,"BEA Systems, Inc.",Intel Xeon L5420,2500,2,8,8,8,"288,502",175,102,"1,010"
NEC Corporation,Express5800/i120Ra-e1(Intel Xeon L5410),1,"BEA System, Inc.",Intel Xeon L5410,2333,2,8,8,8,"265,325",186,106,876
NEC Corporation,Express5800/iR120a-1E,1,Oracle Corporation,Intel Xeon L5520,2267,2,8,16,8,"454,560",176,64.1,"1,810"
NEC Corporation,Express5800/GT110b-S (Water Cooling),1,Oracle Corporation,Intel Core i3-540,3067,1,2,4,4,"129,402",60.9,25.8,"1,468"
NEC Corporation,Express5800/GT110b,1,Oracle Corporation,Intel Xeon X3430,2400,1,4,4,4,"217,709",100,32.6,"1,730"
NEC Corporation,Express5800/GT110b-S,1,Oracle Corporation,Intel Core i3-540,3067,1,2,4,4,"130,559",60.9,24.8,"1,499"
NEC Corporation,"Express5800/A1080a-D
",2,Oracle Corporation,Intel Xeon X7560,2266,8,64,128,128,"3,385,385","2,003","1,178","1,069"
NEC Corporation,"Express5800/B120b
",3,Oracle Corporation,Intel Xeon L5640,2266,6,36,72,48,"1,923,494",902,360,"1,555"
NEC Corporation,Express5800/R120b-2,1,Oracle Corporation,Intel Xeon X5670,2933,2,12,24,16,"806,218",249,74.5,"2,404"
NEC Corporation,Express5800/R120b-1,1,Oracle Corporation,Intel Xeon X5670,2933,2,12,24,16,"808,778",257,79,"2,340"
NEC Corporation,Express5800/E120b-1,1,Oracle Corporation,Intel Xeon L5630,2133,2,8,16,16,"452,043",138,60.7,"2,118"
NEC Corporation,Express5800/R140b-4,1,Oracle Corporation,Intel Xeon X7560,2266,4,32,64,128,"1,862,600",913,498,"1,314"
NEC Corporation,Express5800/A1080a-S,1,Oracle Corporation,Intel Xeon X7560,2266,4,32,64,128,"1,895,462",938,553,"1,268"
NEC Corporation,Express5800/A1080a-E,1,Oracle Corporation,Intel Xeon X7560,2266,8,64,128,128,"3,646,995","1,749",993,"1,335"
NEC Corporation,Express5800/R120b-2,1,Oracle Corporation,Intel Xeon X5675,3066,2,12,24,24,"908,306",246,80.4,"2,709"
NEC Corporation,Express5800/R120b-1,1,Oracle Corporation,Intel Xeon X5675,3066,2,12,24,24,"909,263",255,84.3,"2,648"
NEC Corporation,Express5800/R110c-1,1,Oracle Corporation,Intel Xeon X3470,2933,1,4,8,8,"317,528",118,46.5,"2,009"
NEC Corporation,Express5800/R120b-2,1,Oracle Corporation,Intel Xeon X5675,3066,2,12,24,24,"932,116",250,80.1,"2,772"
NEC Corporation,Express5800/R120b-1,1,Oracle Corporation,Intel Xeon X5675,3066,2,12,24,24,"932,485",259,82.9,"2,707"
NEC Corporation,Express5800/T120b-E,1,Oracle Corporation,Intel Xeon X5650,2666,2,12,24,24,"865,618",258,80.1,"2,488"
NEC Corporation,Express5800/E120b-1,1,Oracle Corporation,Intel Xeon E5645,2400,2,12,24,16,"756,242",200,63.1,"2,800"
NEC Corporation,Express5800/GT110f-S,1,Oracle Corporation,Intel Xeon E3-1265LV3,2500,1,4,8,8,"397,309",45.1,15.9,"6,488"
Nettrix,R620 G40,1,Oracle Corporation,Intel Xeon Platinum 8380,2300,2,80,160,256,"7,623,108",468,110,"13,223"
Nettrix,R620 G40,1,Oracle Corporation,Intel Xeon Platinum 8368Q,2600,2,76,152,256,"7,642,314",591,142,"10,799"
Nettrix,R620 G40,1,Oracle Corporation,Intel Xeon Platinum 8352Y,2200,2,64,128,256,"6,294,453",491,137,"10,103"
"New H3C Technologies Co., Ltd.",UniServer R4900 G3,1,Oracle Corporation,Intel(R) Xeon(R) Platinum 8180 CPU @2.50GHz,2500,2,56,112,96,"5,691,171",430,58.4,"12,368"
"New H3C Technologies Co., Ltd.",H3C UniServer R6700 G3,1,Oracle Corporation,Intel Xeon Platinum 8280L 2.70GHz,2700,4,112,224,384,"12,105,846",963,95.5,"12,747"
"New H3C Technologies Co., Ltd.",H3C UniServer R6700 G3,1,Oracle Corporation,Intel Xeon Platinum 8180 2.50GHz,2500,4,112,224,384,"11,462,353",957,99.8,"11,964"
"New H3C Technologies Co., Ltd.","H3C UniServer B5700 G3
",8,Oracle Corporation,Intel Xeon Platinum 8180 2.50GHz,2500,16,448,896,1536,"45,487,862","3,982",498,"10,820"
"New H3C Technologies Co., Ltd.",H3C UniServer R6700 G3,1,Oracle Corporation,Intel Xeon Platinum 8180 2.50GHz,2500,4,112,224,384,"11,628,453",956,99.6,"12,190"
"New H3C Technologies Co., Ltd.","H3C UniServer B5700 G3
",9,Oracle Corporation,Intel Xeon Platinum 8180 2.50GHz,2500,18,504,1008,1728,"51,097,569","4,479",558,"10,780"
"New H3C Technologies Co., Ltd.","H3C UniServer B5700 G3
",10,Oracle Corporation,Intel Xeon Platinum 8180 2.50GHz,2500,20,560,1120,1920,"56,910,872","4,993",631,"10,954"
"New H3C Technologies Co., Ltd.","H3C UniServer B5700 G3
",11,Oracle Corporation,Intel Xeon Platinum 8180 2.50GHz,2500,22,616,"1,232","2,112","62,581,687","5,479",681,"11,000"
"New H3C Technologies Co., Ltd.","H3C UniServer B5700 G3
",12,Oracle Corporation,Intel Xeon Platinum 8180 2.50GHz,2500,24,672,"1,344","2,304","68,308,487","5,999",735,"11,001"
"New H3C Technologies Co., Ltd.","H3C UniServer B5700 G3
",13,Oracle Corporation,Intel Xeon Platinum 8180 2.50GHz,2500,26,728,"1,456","2,496","74,057,576","6,532",787,"10,996"
"New H3C Technologies Co., Ltd.","H3C UniServer B5700 G3
",14,Oracle Corporation,Intel Xeon Platinum 8180 2.50GHz,2500,28,784,"1,568","2,688","79,762,333","7,031",838,"11,046"
"New H3C Technologies Co., Ltd.",H3C UniServer R6700 G3,1,Oracle Corporation,Intel Xeon Platinum 8280L 2.70GHz,2700,4,112,224,384,"11,927,524",915,94.2,"13,107"
"New H3C Technologies Co., Ltd.","H3C UniServer B5700 G3
",15,Oracle Corporation,Intel Xeon Platinum 8180 2.50GHz,2500,30,840,1680,2880,"85,336,817","7,561",891,"11,047"
"New H3C Technologies Co., Ltd.","H3C UniServer B5700 G3
",16,Oracle Corporation,Intel Xeon Platinum 8180 2.50GHz,2500,32,896,1792,3072,"90,968,790","7,967",959,"11,066"
"New H3C Technologies Co., Ltd.",H3C UniServer R6900 G5,1,Oracle Corporation,Intel Xeon Platinum 8380HL 2.9GHz,2900,4,112,224,384,"10,793,473","1,005",89.2,"11,159"
"New H3C Technologies Co., Ltd.",H3C UniServer R4900 G5,1,Oracle Corporation,Intel Xeon Platinum 8380 2.3GHz,2300,2,80,160,256,"8,135,458",609,119,"12,521"
"New H3C Technologies Co., Ltd.",H3C UniServer R4900 G5,1,Oracle Corporation,Intel Xeon Platinum 8380 2.3GHz,2300,2,80,160,256,"8,135,458",609,119,"12,521"
Nokia Corporation,"AE-SER1U-A
",5,Oracle Corporation,Intel(R) Xeon(R) Gold 6210U CPU @ 2.50GHz,2500,5,100,200,320,"7,411,713",877,247,"6,183"
Plat'Home,TRQX-1/50SA,1,Oracle,Xeon L5420,2500,2,4,4,16,"276,488",268,178,628
Plat'Home,Cloud Station E,1,Oracle Corporation,Intel Xeon L5520,2260,2,8,16,8,"443,893",169,56.7,"1,846"
Plat'Home,Cloud Station E,1,Oracle Corporation,Intel Xeon L5530,2400,2,8,16,8,"457,103",172,56.2,"1,903"
"Powerleader
",PR2510D2,1,Oracle Corporation,Intel Xeon L5430,2660,2,8,8,8,"285,970",161,84.6,"1,135"
"Quanta Cloud Technology
",QuantaGrid D53XQ-2U,1,Oracle Corporation,Intel Xeon Platinum 8380,2300,2,80,160,256,"8,540,483",630,123,"12,217"
"Quanta Cloud Technology
",QuantaGrid D43K-1U,1,Oracle Corporation,AMD EPYC 7763,2450,2,128,256,256,"12,028,568",453,78.5,"21,949"
Quanta Computer Inc.,QuantaGrid D51B-2U,1,IBM Corporation,Intel Xeon E5-2699 v3 2.30 GHz,2300,2,36,72,64,"3,226,361",272,49.6,"10,238"
Quanta Computer Inc.,QuantaGrid S31A-1U,1,Oracle Corporation,Intel E3-1260L v5,2900,1,4,8,16,"474,667",47.9,14.4,"7,908"
Quanta Computer Inc.,QuantaGrid D51B-2U,1,Oracle Corporation,Intel Xeon E5-2699 v4,2200,2,44,88,64,"3,381,238",247,46.6,"11,568"
Quanta Computer Inc.,QuantaGrid D52BQ-2U,1,Oracle Corporation,Intel Xeon Platinum 8180,2500,2,56,112,192,"5,651,522",426,39.5,"12,438"
Quanta Computer Inc.,"QuantaGrid T42S-2U
",4,Oracle Corporation,Intel Xeon Platinum 8176,2100,8,224,448,768,"19,474,075","1,478",206,"11,444"
Quanta Computer Inc.,QuantaGrid D52BQ-2U,1,Oracle Corporation,Intel Xeon Platinum 8180 2.50 GHz (Intel Turbo Boost Technology up to 3.8GHz),2500,2,56,112,96,"5,604,059",401,38.4,"12,801"
Quanta Computer Inc.,QuantaGrid D52BQ-2U,1,Oracle Corporation,Intel Xeon Platinum 8280L 2.70 GHz,2700,2,56,112,96,"5,853,181",414,37.7,"13,613"
Quanta Computer Inc.,QuantaGrid D43K-1U,1,Oracle Corporation,AMD EPYC 7773X 2.20 GHz,2200,2,128,256,256,"12,057,425",471,85.5,"19,476"
"Quanta Computer Inc.
",QuantaGrid D52B-2U,1,Oracle Corporation,Intel Xeon Platinum 8180 2.50GHz,2500,2,56,112,192,"5,457,796",454,40.3,"12,047"
SGI,"Altix XE320 Single Node (2.5 GHz, Intel Xeon processor E5420)",1,"BEA Systems, Inc",Intel Xeon E5420,2500,2,8,8,16,"287,032",260,155,681
SGI,"Altix XE320 Single Node (3.0 GHz, Intel Xeon processor E5472)",1,"BEA Systems, Inc",Intel Xeon E5472,3000,2,8,8,16,"341,600",287,156,748
SGI,Altix XE250 (Intel Xeon processor E5472),1,"BEA Systems, Inc",Intel Xeon E5472,3000,2,8,8,16,"341,642",322,187,661
SGI,Altix XE250 (Intel Xeon processor X5272),1,"BEA Systems, Inc",Intel Xeon X5272,3400,2,4,4,8,"208,444",280,186,450
SGI,"Rackable C2005-TY6 (Intel Xeon X5670, 2.93 GHz)",1,IBM Corporation,Intel Xeon X5670,2933,2,12,24,12,"902,577",226,59.1,"3,077"
SGI,"Rackable C2112-4TY14
",4,IBM Corporation,Intel Xeon L5640,2267,8,48,96,64,"2,891,044",724,255,"2,788"
SGI,"Rackable C2112-4G10
",4,IBM Corporation,AMD Opteron 6276,2300,8,128,128,128,"4,755,702","1,387",265,"2,611"
SGI,"Rackable C2112-4RP4
",4,IBM Corporation,Intel Xeon E5-2660,2200,8,64,128,96,"5,800,642","1,116",268,"4,571"
Sugon,I840-G25 (Intel Xeon E7-4850 v2 2.30GHz),1,IBM Corporation,Intel Xeon E7-4850 v2 2.30GHz (Intel Turbo Boost Technology up to 2.80GHz),2300,4,48,96,128,NC,NC,NC,NC
Sugon,Sugon I620-G20,1,IBM Corporation,Intel Xeon E5-2699 v3 2.30 GHz,2300,2,36,72,128,"3,161,325",264,52.5,"9,939"
Sugon,Sugon I620-G30(Intel Xeon Platinum 8180 @2.50GHz),1,Oracle,Intel Xeon Platinum 8180 @2.50 GHz,2500,2,56,112,192,"5,348,398",419,67.2,"11,573"
Sugon,I620-G30(Intel Xeon Platinum 8160),1,Oracle Corporation,Intel Xeon Platinum 8160,2100,2,48,96,192,"4,386,123",387,53.4,"10,255"
Sugon,A620-G30(AMD EPYC 7351),1,Oracle Corporation,AMD EPYC 7351,2400,2,32,64,128,"2,721,413",278,103,"6,507"
Sugon,A620-G30(AMD EPYC 7501),1,Oracle Corporation,AMD EPYC 7501,2000,2,64,128,128,"4,212,617",307,103,"9,248"
Sugon,I620-G30 (Intel Xeon Platinum 8180),1,Oracle Corporation,Intel Xeon Platinum 8180,2500,2,56,112,192,"5,741,928",450,54.6,"12,306"
Sugon,I620-G30 (Intel Xeon Gold 6152),1,Oracle Corporation,Intel Xeon Gold 6152,2100,2,44,88,192,"3,976,866",364,53.1,"9,825"
Sugon,I620-G30 (Intel Xeon Gold 6140),1,Oracle Corporation,Intel Xeon Gold 6140,2300,2,36,72,192,"3,536,666",343,52.4,"9,230"
Sugon,I620-G30 (Intel Xeon Gold 5117),1,Oracle Corporation,Intel Xeon Gold 5117,2000,2,28,56,192,"2,446,314",245,51.9,"8,079"
