TestSponsor,SystemName,BaseCopies,EnabledCores,EnabledChips,Threads/Core,Base,Peak,EnergyBase,EnergyPeak
ASUSTeK Computer Inc.,"ASUS ESC8000 G4(Z11PG-D24) Server System (3.40 GHz, Intel Xeon Gold 6246R)",64,32,2,2,265&nbsp;&nbsp;&nbsp;,274&nbsp;&nbsp;&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS700A-E9V2(KNPP-D32-R) Server System 2.00 GHz, AMD EPYC 7662",256,128,2,2,705&nbsp;&nbsp;&nbsp;,767&nbsp;&nbsp;&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS ESC8000 G4(Z11PG-D24) Server System (2.40 GHz, Intel Xeon Gold 6240R)",96,48,2,2,321&nbsp;&nbsp;&nbsp;,332&nbsp;&nbsp;&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS ESC8000 G4(Z11PG-D24) Server System (3.60 GHz, Intel Xeon Gold 6256)",48,24,2,2,214&nbsp;&nbsp;&nbsp;,222&nbsp;&nbsp;&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS ESC8000 G4(Z11PG-D24) Server System (2.20 GHz, Intel Xeon Gold 6238R)",112,56,2,2,347&nbsp;&nbsp;&nbsp;,361&nbsp;&nbsp;&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS ESC8000 G4(Z11PG-D24) Server System (1.90 GHz, Intel Xeon Bronze 3206R)",16,16,2,1,57.4&nbsp;,58.6&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS ESC8000 G4(Z11PG-D24) Server System (2.40 GHz, Intel Xeon Silver 4210R)",40,20,2,2,123&nbsp;&nbsp;&nbsp;,128&nbsp;&nbsp;&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS ESC8000 G4(Z11PG-D24) Server System (2.40 GHz, Intel Xeon Silver 4214R)",48,24,2,2,154&nbsp;&nbsp;&nbsp;,160&nbsp;&nbsp;&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS ESC8000 G4(Z11PG-D24) Server System (2.20 GHz, Intel Xeon Gold 5220R)",96,48,2,2,319&nbsp;&nbsp;&nbsp;,330&nbsp;&nbsp;&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS ESC8000 G4(Z11PG-D24) Server System (2.10 GHz, Intel Xeon Gold 6230R)",104,52,2,2,353&nbsp;&nbsp;&nbsp;,366&nbsp;&nbsp;&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS ESC8000 G4(Z11PG-D24) Server System (3.20 GHz, Intel Xeon Silver 4215R)",32,16,2,2,126&nbsp;&nbsp;&nbsp;,130&nbsp;&nbsp;&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS ESC8000 G4(Z11PG-D24) Server System (3.00 GHz, Intel Xeon Gold 6248R)",96,48,2,2,367&nbsp;&nbsp;&nbsp;,381&nbsp;&nbsp;&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS ESC8000 G4(Z11PG-D24) Server System (2.10 GHz, Intel Xeon Gold 5218R)",80,40,2,2,268&nbsp;&nbsp;&nbsp;,278&nbsp;&nbsp;&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS ESC8000 G4(Z11PG-D24) Server System (2.90 GHz, Intel Xeon Gold 6226R)",64,32,2,2,252&nbsp;&nbsp;&nbsp;,261&nbsp;&nbsp;&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS ESC8000 G4(Z11PG-D24) Server System (3.10 GHz, Intel Xeon Gold 6242R)",80,40,2,2,326&nbsp;&nbsp;&nbsp;,339&nbsp;&nbsp;&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS500A-E10(KRPA-U16) Server System 2.30 GHz, AMD EPYC 7642",96,48,1,2,306&nbsp;&nbsp;&nbsp;,330&nbsp;&nbsp;&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS500A-E10(KRPA-U16) Server System 2.35 GHz, AMD EPYC 7452",64,32,1,2,217&nbsp;&nbsp;&nbsp;,235&nbsp;&nbsp;&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS500A-E10(KRPA-U16) Server System 2.40 GHz, AMD EPYC 7532",64,32,1,2,232&nbsp;&nbsp;&nbsp;,248&nbsp;&nbsp;&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS720-E9(Z11PP-D24) Server System (3.90 GHz, Intel Xeon Gold 6250)",32,16,2,2,158&nbsp;&nbsp;&nbsp;,164&nbsp;&nbsp;&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS720-E9(Z11PP-D24) Server System (2.70 GHz, Intel Xeon Gold 6258R)",112,56,2,2,397&nbsp;&nbsp;&nbsp;,413&nbsp;&nbsp;&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS ESC8000 G4(Z11PG-D24) Server System (2.70 GHz, Intel Xeon Platinum 8280)",112,56,2,2,391&nbsp;&nbsp;&nbsp;,407&nbsp;&nbsp;&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS720-E9(Z11PP-D24) Server System (2.40 GHz, Intel Xeon Silver 4214R)",48,24,2,2,163&nbsp;&nbsp;&nbsp;,169&nbsp;&nbsp;&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS720-E9(Z11PP-D24) Server System (3.00 GHz, Intel Xeon Gold 6248R)",96,48,2,2,365&nbsp;&nbsp;&nbsp;,379&nbsp;&nbsp;&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS720-E9(Z11PP-D24) Server System (2.40 GHz, Intel Xeon Silver 4210R)",40,20,2,2,131&nbsp;&nbsp;&nbsp;,135&nbsp;&nbsp;&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS720-E9(Z11PP-D24) Server System (1.90 GHz, Intel Xeon Bronze 3206R)",16,16,2,1,61.0&nbsp;,62.5&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS720-E9(Z11PP-D24) Server System (3.60 GHz, Intel Xeon Gold 6256)",48,24,2,2,225&nbsp;&nbsp;&nbsp;,232&nbsp;&nbsp;&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS720-E9(Z11PP-D24) Server System (2.40 GHz, Intel Xeon Gold 6240R)",96,48,2,2,337&nbsp;&nbsp;&nbsp;,351&nbsp;&nbsp;&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS720-E9(Z11PP-D24) Server System (3.40 GHz, Intel Xeon Gold 6246R)",64,32,2,2,279&nbsp;&nbsp;&nbsp;,288&nbsp;&nbsp;&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS720-E9(Z11PP-D24) Server System (2.20 GHz, Intel Xeon Gold 6238R)",112,56,2,2,364&nbsp;&nbsp;&nbsp;,377&nbsp;&nbsp;&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS720A-E11(KMPP-D32) Server System 2.45 GHz, AMD EPYC 7763",256,128,2,2,839&nbsp;&nbsp;&nbsp;,892&nbsp;&nbsp;&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS700A-E11(KMPP-D32) Server System 2.45 GHz, AMD EPYC 7763",128,64,1,2,424&nbsp;&nbsp;&nbsp;,452&nbsp;&nbsp;&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS720A-E11(KMPP-D32) Server System 2.00 GHz, AMD EPYC 7713",256,128,2,2,770&nbsp;&nbsp;&nbsp;,812&nbsp;&nbsp;&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS720A-E11(KMPP-D32) Server System 2.95 GHz, AMD EPYC 75F3",128,64,2,2,596&nbsp;&nbsp;&nbsp;,620&nbsp;&nbsp;&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS720A-E11(KMPP-D32) Server System 2.80 GHz, AMD EPYC 7543",128,64,2,2,560&nbsp;&nbsp;&nbsp;,580&nbsp;&nbsp;&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS720A-E11(KMPP-D32) Server System 2.30 GHz, AMD EPYC 7643",192,96,2,2,676&nbsp;&nbsp;&nbsp;,702&nbsp;&nbsp;&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS720A-E11(KMPP-D32) Server System 3.20 GHz, AMD EPYC 74F3",96,48,2,2,470&nbsp;&nbsp;&nbsp;,485&nbsp;&nbsp;&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS700-E10(Z12PP-D32) Server System (2.30 GHz, Intel Xeon Platinum 8380)",160,80,2,2,572&nbsp;&nbsp;&nbsp;,597&nbsp;&nbsp;&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS700-E10(Z12PP-D32) Server System (2.60 GHz, Intel Xeon Platinum 8368Q)",152,76,2,2,583&nbsp;&nbsp;&nbsp;,607&nbsp;&nbsp;&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS720A-E11(KMPP-D32) Server System 2.00 GHz, AMD EPYC 7663",224,112,2,2,729&nbsp;&nbsp;&nbsp;,766&nbsp;&nbsp;&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS520A-E11(KMPA-U16) Server System 2.45 GHz, AMD EPYC 7763",128,64,1,2,424&nbsp;&nbsp;&nbsp;,452&nbsp;&nbsp;&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS720A-E11(KMPP-D32) Server System 3.70 GHz, AMD EPYC 72F3",32,16,2,2,192&nbsp;&nbsp;&nbsp;,197&nbsp;&nbsp;&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS720A-E11(KMPP-D32) Server System 2.60 GHz, AMD EPYC 7513",128,64,2,2,538&nbsp;&nbsp;&nbsp;,562&nbsp;&nbsp;&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS520A-E11(KMPA-U16) Server System 2.00 GHz, AMD EPYC 7713",128,64,1,2,392&nbsp;&nbsp;&nbsp;,414&nbsp;&nbsp;&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS520A-E11(KMPA-U16) Server System 2.00 GHz, AMD EPYC 7663",112,56,1,2,364&nbsp;&nbsp;&nbsp;,382&nbsp;&nbsp;&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS520A-E11(KMPA-U16) Server System 2.95 GHz, AMD EPYC 75F3",64,32,1,2,293&nbsp;&nbsp;&nbsp;,305&nbsp;&nbsp;&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS520A-E11(KMPA-U16) Server System 2.30 GHz, AMD EPYC 7643",96,48,1,2,335&nbsp;&nbsp;&nbsp;,351&nbsp;&nbsp;&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS520A-E11(KMPA-U16) Server System 3.70 GHz, AMD EPYC 72F3",16,8,1,2,96.1&nbsp;,98.2&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS700-E10(Z12PP-D32) Server System (2.10 GHz, Intel Xeon Platinum 8352V)",144,72,2,2,452&nbsp;&nbsp;&nbsp;,470&nbsp;&nbsp;&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS700-E10(Z12PP-D32) Server System (2.20 GHz, Intel Xeon Platinum 8352Y)",128,64,2,2,449&nbsp;&nbsp;&nbsp;,466&nbsp;&nbsp;&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS700-E10(Z12PP-D32) Server System (2.80 GHz, Intel Xeon Platinum 8362)",128,64,2,2,526&nbsp;&nbsp;&nbsp;,547&nbsp;&nbsp;&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS700-E10(Z12PP-D32) Server System (3.10 GHz, Intel Xeon Gold 6346)",64,32,2,2,290&nbsp;&nbsp;&nbsp;,300&nbsp;&nbsp;&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS720A-E11(KMPP-D32) Server System 2.75 GHz, AMD EPYC 7453",112,56,2,2,459&nbsp;&nbsp;&nbsp;,480&nbsp;&nbsp;&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS520A-E11(KMPA-U16) Server System 3.50 GHz, AMD EPYC 73F3",32,16,1,2,175&nbsp;&nbsp;&nbsp;,180&nbsp;&nbsp;&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS520A-E11(KMPA-U16) Server System 3.20 GHz, AMD EPYC 74F3",48,24,1,2,238&nbsp;&nbsp;&nbsp;,246&nbsp;&nbsp;&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS520A-E11(KMPA-U16) Server System 2.65 GHz, AMD EPYC 7413",48,24,1,2,222&nbsp;&nbsp;&nbsp;,230&nbsp;&nbsp;&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS520A-E11(KMPA-U16) Server System 2.60 GHz, AMD EPYC 7513",64,32,1,2,265&nbsp;&nbsp;&nbsp;,278&nbsp;&nbsp;&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS720A-E11(KMPP-D32) Server System 3.50 GHz, AMD EPYC 73F3",64,32,2,2,342&nbsp;&nbsp;&nbsp;,352&nbsp;&nbsp;&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS720A-E11(KMPP-D32) Server System 2.65 GHz, AMD EPYC 7413",96,48,2,2,437&nbsp;&nbsp;&nbsp;,455&nbsp;&nbsp;&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS700-E10(Z12PP-D32) Server System (2.40 GHz, Intel Xeon Platinum 8351N)",72,36,1,2,266&nbsp;&nbsp;&nbsp;,277&nbsp;&nbsp;&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS700-E10(Z12PP-D32) Server System (2.40 GHz, Intel Xeon Platinum 8360Y)",144,72,2,2,533&nbsp;&nbsp;&nbsp;,555&nbsp;&nbsp;&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS700-E10(Z12PP-D32) Server System (2.40 GHz, Intel Xeon Platinum 8368)",152,76,2,2,569&nbsp;&nbsp;&nbsp;,592&nbsp;&nbsp;&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS700-E10(Z12PP-D32) Server System (2.40 GHz, Intel Xeon Gold 6336Y)",96,48,2,2,364&nbsp;&nbsp;&nbsp;,377&nbsp;&nbsp;&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS720A-E11(KMPP-D32) Server System 2.85 GHz, AMD EPYC 7443",96,48,2,2,454&nbsp;&nbsp;&nbsp;,472&nbsp;&nbsp;&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS520A-E11(KMPA-U16) Server System 2.85 GHz, AMD EPYC 7443",48,24,1,2,227&nbsp;&nbsp;&nbsp;,236&nbsp;&nbsp;&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS520A-E11(KMPA-U16) Server System 2.75 GHz, AMD EPYC 7453",56,28,1,2,233&nbsp;&nbsp;&nbsp;,243&nbsp;&nbsp;&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS520A-E11(KMPA-U16) Server System 2.80 GHz, AMD EPYC 7543P",64,32,1,2,282&nbsp;&nbsp;&nbsp;,293&nbsp;&nbsp;&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS720A-E11(KMPP-D32) Server System 3.00 GHz, AMD EPYC 7313",64,32,2,2,323&nbsp;&nbsp;&nbsp;,332&nbsp;&nbsp;&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS720A-E11(KMPP-D32) Server System 3.20 GHz, AMD EPYC 7343",64,32,2,2,331&nbsp;&nbsp;&nbsp;,340&nbsp;&nbsp;&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS520A-E11(KMPA-U16) Server System 3.00 GHz, AMD EPYC 7313",32,16,1,2,162&nbsp;&nbsp;&nbsp;,166&nbsp;&nbsp;&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS520A-E11(KMPA-U16) Server System 3.20 GHz, AMD EPYC 7343",32,16,1,2,166&nbsp;&nbsp;&nbsp;,171&nbsp;&nbsp;&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS700-E10(Z12PP-D32) Server System (2.10 GHz, Intel Xeon Gold 5318S)",96,48,2,2,324&nbsp;&nbsp;&nbsp;,335&nbsp;&nbsp;&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS700-E10(Z12PP-D32) Server System (2.10 GHz, Intel Xeon Gold 6338T)",96,48,2,2,336&nbsp;&nbsp;&nbsp;,348&nbsp;&nbsp;&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS700-E10(Z12PP-D32) Server System (2.80 GHz, Intel Xeon Gold 6342)",96,48,2,2,391&nbsp;&nbsp;&nbsp;,405&nbsp;&nbsp;&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS700-E10(Z12PP-D32) Server System (3.60 GHz, Intel Xeon Gold 6334)",32,16,2,2,149&nbsp;&nbsp;&nbsp;,154&nbsp;&nbsp;&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS700-E10(Z12PP-D32) Server System (2.60 GHz, Intel Xeon Platinum 8358)",128,64,2,2,505&nbsp;&nbsp;&nbsp;,525&nbsp;&nbsp;&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS700-E10(Z12PP-D32) Server System (3.00 GHz, Intel Xeon Gold 5317)",48,24,2,2,207&nbsp;&nbsp;&nbsp;,214&nbsp;&nbsp;&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS700-E10(Z12PP-D32) Server System (2.00 GHz, Intel Xeon Gold 6330)",112,56,2,2,373&nbsp;&nbsp;&nbsp;,386&nbsp;&nbsp;&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS700-E10(Z12PP-D32) Server System (2.20 GHz, Intel Xeon Platinum 8352S)",128,64,2,2,449&nbsp;&nbsp;&nbsp;,466&nbsp;&nbsp;&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS300-E11(P12R-M) Server System (3.20 GHz, Intel Xeon E-2388G)",16,8,1,2,74.1&nbsp;,77.6&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS700-E10(Z12PP-D32) Server System (2.60 GHz, Intel Xeon Platinum 8358P)",128,64,2,2,494&nbsp;&nbsp;&nbsp;,513&nbsp;&nbsp;&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS700-E10(Z12PP-D32) Server System (2.30 GHz, Intel Xeon Platinum 8352M)",128,64,2,2,449&nbsp;&nbsp;&nbsp;,466&nbsp;&nbsp;&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS700-E10(Z12PP-D32) Server System (2.20 GHz, Intel Xeon Gold 6338N)",128,64,2,2,439&nbsp;&nbsp;&nbsp;,457&nbsp;&nbsp;&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS720A-E11(KMPP-D32) Server System 2.45 GHz, AMD EPYC 7763",256,128,2,2,861&nbsp;&nbsp;&nbsp;,913&nbsp;&nbsp;&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS520A-E11(KMPA-U16) Server System 2.45 GHz, AMD EPYC 7763",128,64,1,2,436&nbsp;&nbsp;&nbsp;,465&nbsp;&nbsp;&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS700-E10(Z12PP-D32) Server System (2.00 GHz, Intel Xeon Gold 6338)",128,64,2,2,424&nbsp;&nbsp;&nbsp;,440&nbsp;&nbsp;&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS700-E10(Z12PP-D32) Server System (2.20 GHz, Intel Xeon Gold 6330N)",112,56,2,2,370&nbsp;&nbsp;&nbsp;,384&nbsp;&nbsp;&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS700-E10(Z12PP-D32) Server System (2.40 GHz, Intel Xeon Gold 6312U)",48,24,1,2,189&nbsp;&nbsp;&nbsp;,196&nbsp;&nbsp;&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS700-E10(Z12PP-D32) Server System (2.30 GHz, Intel Xeon Gold 6314U)",64,32,1,2,232&nbsp;&nbsp;&nbsp;,241&nbsp;&nbsp;&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS700-E10(Z12PP-D32) Server System (2.90 GHz, Intel Xeon Gold 6326)",64,32,2,2,268&nbsp;&nbsp;&nbsp;,277&nbsp;&nbsp;&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS700-E10(Z12PP-D32) Server System (2.10 GHz, Intel Xeon Gold 5318N)",96,48,2,2,331&nbsp;&nbsp;&nbsp;,343&nbsp;&nbsp;&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS700-E10(Z12PP-D32) Server System (2.10 GHz, Intel Xeon Gold 5318Y)",96,48,2,2,324&nbsp;&nbsp;&nbsp;,335&nbsp;&nbsp;&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS700-E10(Z12PP-D32) Server System (3.20 GHz, Intel Xeon Gold 5315Y)",32,16,2,2,142&nbsp;&nbsp;&nbsp;,147&nbsp;&nbsp;&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS300-E11(P12R-M) Server System (2.80 GHz, Intel Xeon E-2378G)",16,8,1,2,71.1&nbsp;,74.4&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS300-E11(P12R-M) Server System (3.50 GHz, Intel Xeon E-2386G)",12,6,1,2,60.2&nbsp;,62.8&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS300-E11(P12R-M) Server System (3.10 GHz, Intel Xeon E-2324G)",4,4,1,1,35.6&nbsp;,36.6&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS700-E10(Z12PP-D32) Server System (2.40 GHz, Intel Xeon Silver 4314)",64,32,2,2,240&nbsp;&nbsp;&nbsp;,248&nbsp;&nbsp;&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS700-E10(Z12PP-D32) Server System (2.20 GHz, Intel Xeon Gold 5320)",104,52,2,2,369&nbsp;&nbsp;&nbsp;,383&nbsp;&nbsp;&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS700-E10(Z12PP-D32) Server System (2.30 GHz, Intel Xeon Gold 5320T)",80,40,2,2,297&nbsp;&nbsp;&nbsp;,308&nbsp;&nbsp;&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS300-E11(P12R-M) Server System (3.70 GHz, Intel Xeon E-2374G)",8,4,1,2,43.8&nbsp;,45.3&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS300-E11(P12R-M) Server System (2.60 GHz, Intel Xeon E-2378)",16,8,1,2,66.2&nbsp;,69.2&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS300-E11(P12R-M) Server System (3.20 GHz, Intel Xeon E-2356G)",12,6,1,2,58.4&nbsp;,60.9&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS700-E10(Z12PP-D32) Server System (2.10 GHz, Intel Xeon Silver 4310)",48,24,2,2,172&nbsp;&nbsp;&nbsp;,177&nbsp;&nbsp;&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS700-E10(Z12PP-D32) Server System (2.30 GHz, Intel Xeon Silver 4310T)",40,20,2,2,152&nbsp;&nbsp;&nbsp;,157&nbsp;&nbsp;&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS700-E10(Z12PP-D32) Server System (2.30 GHz, Intel Xeon Silver 4316)",80,40,2,2,288&nbsp;&nbsp;&nbsp;,298&nbsp;&nbsp;&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS300-E11(P12R-M) Server System (2.90 GHz, Intel Xeon E-2336)",12,6,1,2,56.6&nbsp;,59.0&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS700-E10(Z12PP-D32) Server System (2.80 GHz, Intel Xeon Silver 4309Y)",32,16,2,2,139&nbsp;&nbsp;&nbsp;,143&nbsp;&nbsp;&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS300-E11(P12R-M) Server System (2.80 GHz, Intel Xeon E-2314)",4,4,1,1,29.6&nbsp;,30.4&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS300-E11(P12R-M) Server System (3.40 GHz, Intel Xeon E-2334)",8,4,1,2,42.6&nbsp;,44.1&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS520A-E11(KMPA-U16) Server System 2.20 GHz, AMD EPYC 7773X",128,64,1,2,440&nbsp;&nbsp;&nbsp;,475&nbsp;&nbsp;&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS720A-E11(KMPP-D32) Server System 2.20 GHz, AMD EPYC 7773X",256,128,2,2,864&nbsp;&nbsp;&nbsp;,928&nbsp;&nbsp;&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS720A-E11(KMPP-D32) Server System 3.05 GHz, AMD EPYC 7373X",64,32,2,2,345&nbsp;&nbsp;&nbsp;,357&nbsp;&nbsp;&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS720A-E11(KMPP-D32) Server System 2.80 GHz, AMD EPYC 7473X",96,48,2,2,488&nbsp;&nbsp;&nbsp;,509&nbsp;&nbsp;&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS720A-E11(KMPP-D32) Server System 2.80 GHz, AMD EPYC 7573X",128,64,2,2,596&nbsp;&nbsp;&nbsp;,624&nbsp;&nbsp;&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS520A-E11(KMPA-U16) Server System 2.80 GHz, AMD EPYC 7473X",48,24,1,2,246&nbsp;&nbsp;&nbsp;,256&nbsp;&nbsp;&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS520A-E11(KMPA-U16) Server System 2.80 GHz, AMD EPYC 7573X",64,32,1,2,303&nbsp;&nbsp;&nbsp;,318&nbsp;&nbsp;&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS520A-E11(KMPA-U16) Server System 3.05 GHz, AMD EPYC 7373X",32,16,1,2,179&nbsp;&nbsp;&nbsp;,186&nbsp;&nbsp;&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS720-E10(Z12PP-D32) Server System (2.20 GHz, Intel Xeon Gold 6330N)",112,56,2,2,373&nbsp;&nbsp;&nbsp;,386&nbsp;&nbsp;&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS720-E10(Z12PP-D32) Server System (2.10 GHz, Intel Xeon Silver 4310)",48,24,2,2,174&nbsp;&nbsp;&nbsp;,179&nbsp;&nbsp;&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS720-E10(Z12PP-D32) Server System (2.10 GHz, Intel Xeon Gold 5318S)",96,48,2,2,328&nbsp;&nbsp;&nbsp;,339&nbsp;&nbsp;&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS720-E10(Z12PP-D32) Server System (2.20 GHz, Intel Xeon Gold 5320)",104,52,2,2,381&nbsp;&nbsp;&nbsp;,394&nbsp;&nbsp;&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS720-E10(Z12PP-D32) Server System (2.80 GHz, Intel Xeon Gold 6342)",96,48,2,2,396&nbsp;&nbsp;&nbsp;,409&nbsp;&nbsp;&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS720-E10(Z12PP-D32) Server System (2.30 GHz, Intel Xeon Gold 6314U)",64,32,1,2,243&nbsp;&nbsp;&nbsp;,251&nbsp;&nbsp;&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS720-E10(Z12PP-D32) Server System (2.80 GHz, Intel Xeon Silver 4309Y)",32,16,2,2,145&nbsp;&nbsp;&nbsp;,149&nbsp;&nbsp;&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS720-E10(Z12PP-D32) Server System (2.40 GHz, Intel Xeon Gold 6312U)",48,24,1,2,198&nbsp;&nbsp;&nbsp;,203&nbsp;&nbsp;&nbsp;,--,--
